NEC/replicas/replica1/TRJ01/out:==== RAMD ==== GROMACS will be stopped after 251300 steps.
NEC/replicas/replica1/TRJ02/out:==== RAMD ==== GROMACS will be stopped after 86750 steps.
NEC/replicas/replica1/TRJ03/out:==== RAMD ==== GROMACS will be stopped after 158850 steps.
NEC/replicas/replica1/TRJ04/out:==== RAMD ==== GROMACS will be stopped after 24300 steps.
NEC/replicas/replica1/TRJ05/out:==== RAMD ==== GROMACS will be stopped after 61750 steps.
NEC/replicas/replica1/TRJ06/out:==== RAMD ==== GROMACS will be stopped after 71800 steps.
NEC/replicas/replica1/TRJ07/out:==== RAMD ==== GROMACS will be stopped after 16550 steps.
NEC/replicas/replica1/TRJ08/out:==== RAMD ==== GROMACS will be stopped after 75850 steps.
NEC/replicas/replica1/TRJ09/out:==== RAMD ==== GROMACS will be stopped after 66950 steps.
NEC/replicas/replica1/TRJ10/out:==== RAMD ==== GROMACS will be stopped after 35700 steps.
NEC/replicas/replica1/TRJ11/out:==== RAMD ==== GROMACS will be stopped after 82800 steps.
NEC/replicas/replica1/TRJ12/out:==== RAMD ==== GROMACS will be stopped after 119450 steps.
NEC/replicas/replica1/TRJ13/out:==== RAMD ==== GROMACS will be stopped after 312250 steps.
NEC/replicas/replica1/TRJ14/out:==== RAMD ==== GROMACS will be stopped after 158500 steps.
NEC/replicas/replica1/TRJ15/out:==== RAMD ==== GROMACS will be stopped after 113950 steps.
